"id";"name";"type";"description";"link"
1;"Eclipse";1;"Eclipse es una plataforma de software compuesto por un conjunto de herramientas de programación de código abierto multiplataforma para desarrollar lo que el proyecto llama ""Aplicaciones de Cliente Enriquecido"", opuesto a las aplicaciones ""Cliente-liviano"" basadas en navegadores.";"https://www.eclipse.org/downloads/"
